CG11598
CG31473
sqd
Su(var)3-7
CG10903
Gfat1
sxe2
CG11035
Cdep
FeCH
Wsck
CDase
mdlc
hyd
Rpn7
cav
Su(var)3-9
CG10559
Mms19
CG6000
RpS5b
CG6962
CG1542
CG14657
Gfat2
Octbeta1R
Sec23
PNKP
mRpL44
spn-E
Droj2
CG34307
CG12320
CG31251
CG34291
CG5880
mRpS24
mor
snRNP-U1-C
CG3061
CG33346
Axn
2mit
sim
Vti1b
Nup358
PEK
CG14722
E(spl)m2-BFM
CG9737
Bruce
Os-C
CG11771
aralar1
Tace
Acyp2
CG14260
Atpalpha
IFT54
CG5388
ATPsyngamma
RASSF8
sds22
CG1951
AnxB9
CG1544
CG1607
Hsp70Bc
Obp99c
Cap-H2
CG18473
CG31041
Ak3
CG8379
Cul5
CG12783
DhpD
mRpL11
PpD3
CG6654
Nsun5
Kal1
Sys1
CG11755
wdn
Zif
RIOK2
CG31445
Cisd2
eIF2D
Ref1
Stt3B
CG32944
CG43062
PTPMT1
CG14650
blp
Cht5
RpS27
CG4582
Kots
Gnmt
Hsc70-4
CG11333
bon
pont
CG14907
CG14238
eEF1gamma
larp
obe
CG42537
CG17930
CG7720
E2f1
CG2003
CG43291
CstF50
Mgat2
modSP
CG4576
CG18048
CtBP
ND-42
Meltrin
Iru
CG16734
Sec15
eff
stumps
Sirt6
CG11858
CG12590
CG33332
Syx1A
TTLL5
CG7352
CG3631
RhoGAP100F
CG4686
CG14556
CG31460
RhoGAP92B
alpha-Man-IIa
Pi4KIIalpha
CG5500
beat-IIb
Cyt-c1L
CG6345
sage
Odj
Hmx
ATP8B
CG4830
Idh3g
Tm1
niki
CG5697
CG7044
glo
CG15864
kmr
CG31230
Muc91C
Spag1
CG15556
Cad88C
Pp1-87B
GILT1
CG4743
CG6959
Hrd3
CG7715
mask
140up
tgo
cwo
CG43844
Ir94d
Lrrk
Surf4
CG9396
KaiR1D
CG34308
CG13408
HtrA2
CG9667
Ppi1
CG4849
Cbp20
Csk
CG8043
Inx3
DPCoAC
Hsp70Aa
CG12581
CG8136
CG7523
Hmu
CG14377
Exd2
CG14693
CG5112
CG45544
CG1074
pb
Cyp12e1
Nsf2
Fntb
CG31229
CG6763
ATPsynD
yem
CG9312
CG43094
tara
CG10317
btz
Hexim
Miro
CG14894
Art4
Ir94e
natalisin
Pkc98E
bai
rtet
CG9747
Qsox2
spn-A
CG7987
eIF3a
Irp-1B
tacc
CG31213
Sol1
cpo
Taf12
CG2993
SecS
Sodh-2
sud1
CG33108
CG10038
CG31091
gpp
mia
l(3)L1231
CG3368
ATPsynCF6
CG43449
REPTOR
ATPsynO
CG33293
trem
Ssadh
CG6901
Cys
Dop1R1
CG7582
CG11626
CG31211
COX7A
Rab1
RhoL
CG8420
Ubc6
GstD1
CG9837
Edg91
dmrt93B
Spase22-23
Sap-r
Sce
Ccp84Ab
Vha13
CG6974
CG3337
ohgt
P5cr-2
Elovl7
CG6420
eIF2gamma
grn
5-HT2B
r-l
H
CG13843
CG5509
CG9427
alph
CG12811
GC1
Rpt3R
CG31038
CIA30
CG5003
Mink
CG11737
nmdyn-D7
msi
cnc
ana1
Ald1
CG10841
CG18428
CG14881
ScsbetaA
CG45676
Zwilch
TwdlT
Smug
Vps33B
CG2519
svp
CG7488
knk
Su(fu)
awd
CG5810
CG14882
CG5346
CG14298
CG9986
CG15517
Tim17a1
Tm2
Mst85C
Wdr33
Ctl2
SF2
CG8483
Sgt1
CCT3
CG31068
aux
e
Cks85A
CG2082
ATPsynepsilonL
Myo81F
CG4951
Uck
Pxd
ry
CG7912
CG10445
CG45045
Elal
pyd
CG31115
pic
CG8032
Pfdn5
SerRS-m
Mst87F
gwl
ppk30
CG4338
CG1090
Rad17
CG10214
Pnn
Dph4
Sp7
CG14671
CG7079
CG42798
Gld
sip3
CG2104
Boh1
Dnali1
slo
twin
CG31121
Hsp70Bbb
koko
CG9467
trus
Apc2
CG43179
CG7379
Arp1
Ptp99A
pit
alpha-Est5
CG34316
CG13606
E(spl)m8-HLH
grass
ctrip
cher
CG43102
Polr2F
CG4836
CG34138
TfIIA-S
CG4570
Sulf1
plum
SF1
PolI
Hel89B
AhcyL2
CG18766
Poxm
cysu
CG2698
CG18476
Tbc1d22
RpL27
Eh
ear
Pde6
nac
CG43116
CG13663
CG9684
CG31441
sals
SPE
dgt6
Sbf
CG2926
sav
topi
SPARC
AOX2
Chchd3
CG43999
CG13630
CG14695
CG1943
CG15597
kra
CG15515
crb
ash2
ND-23
Ppcs
Gr93d
ss
CG33927
Oamb
RnpS1
CG45546
CG10407
ATP6AP2
CG2310
Cyp6d4
CG15025
woc
Surf6
CG8301
CG5326
GstD9
CG14692
Orct2
Ipp
Klp98A
Bin1
CG2767
cdm
GstD4
CG2663
sro
B52
CG5013
Qsox3
jigr1
E(spl)m7-HLH
Cipc
kumpel
stck
CG10550
CG15544
Ras85D
dco
Cyp6d5
Alh
CG9853
CG14506
dgrn
CG14879
Nrx-1
Rrp46
CG6236
ppk19
mIF2
CG34404
Idi
CG8870
Taf7
mtTFB2
pre-mod(mdg4)-O
glec
Cpsf100
InR
CG5808
CG34296
Pos
CG5316
CG17991
7B2
Dsk
CG11839
tst
Gpdh3
CG7059
AOX4
Lk6
CG12259
Irp-1A
salt
E(spl)m6-BFM
CG14237
CG5854
Ire1
Argp
CG17190
CG17111
CG44215
Antp
CG9593
RpL32
Pzl
Eip93F
jagn
CG45095
Rpn5
CG31055
CG10311
CG31467
Prosbeta7
Gclm
CG11854
CG11089
Dpm3
BomBc3
CG31126
CG5948
mod(mdg4)
Gdh
CG6005
CG15923
Fur1
CG7530
CG6753
CG8223
CG14855
CG18493
Arl8
PGRP-LB
Cont
Synd
CG6923
E(spl)mbeta-HLH
CG32473
CG12213
UQCR-C1
Dad
Mical
wam
CG17380
EMC1
qin
Bicra
Bet5
Nup43
Arc42
Trax
nero
Sap47
Vha100-2
Nep2
CG45218
AP-2mu
Gnpat
CG6432
Ppn
CG42633
Obp83cd
Tti1
Keap1
CG31219
Zip88E
Nnk
Mvl
Hsdl2
CG46281
CG2126
Oga
Rbf2
Akt
CG34303
CG7342
Obp99b
CG10365
Osi9
CG1983
l(3)neo38
Cog7
Nup37
Cpsf73
CG42564
mfrn
CG6040
CG14891
CG31142
RpS19b
CG16953
l(3)neo43
Dic1
PolZ2
mey
Taf1
CG31548
CG42534
Skeletor
CG31510
CG8319
RpL35A
CG9626
CG16779
CG7071
Atx2
Cerk
SMC1
CG14664
CG34354
CG3984
CG17270
krz
Arl2
wge
CG14642
cdi
CG3987
kar
vrs
rumi
CG6330
CG7706
CG6356
puc
HP1c
CG13609
CG6985
CG31538
CG6693
CG1105
Pbp45
eIF2Balpha
CG15564
CG2091
CG31249
Rox8
Kap-alpha3
Sas-4
CG6154
mthl11
CG7685
wake
RpS3
RYa-R
jar
Sfxn1-3
Noa36
eIF4G2
Sdhaf3
Set
spok
opa
Pebp1
CG16749
Acph-1
Dtg
Hibch
TotA
spn-D
gammaCOP
CG6195
CG4854
mRpL37
CG31525
CG6621
tinc
CecB
Mnat9
CG31231
Tusp
CG31431
CG3517
CG9799
Alg12
mRpL45
Dph5
side-III
PolA2
Irbp
CG9839
Nepl21
Rab7
CG17141
CG40198
CG5455
bond
Dhc93AB
Pex11c
CG31064
FER
Caf1-55
Ada2a
CG42322
Ude
Scm
CG11852
Kul
CG6136
CG34376
Vps16A
CG10324
AdipoR
Slbp
CG31139
CG14860
CG9286
CG18731
side-VII
Nlg1
CG14258
mthl5
CAH9
CG14305
CG43630
EndoU
CG11069
Invadolysin
Pisd
hng2
HSPBAP1
Octalpha2R
Mkk4
CG11841
CG9630
rec
CG7675
yellow-e
GstD3
CD98hc
CG3999
CG10979
Hmt-1
RpS20
Sf3a1
PIG-L
Cad96Cb
Rim
RhoGAP93B
CG4860
Srp14
CG6689
CG14286
tobi
Hrb98DE
MRG15
tll
Muc96D
aurA
SdhD
CG11842
Mcm5
Dpck
ttk
CG44261
l(3)05822
TTLL6B
Mps1
KrT95D
CG31436
Dph2
CG14841
Mekk1
ChAT
CstF64
CG10669
Smg6
CG11168
Gba1b
CG31176
Nep7
RpL24-like
dpr15
CG5412
Pcd
Apc
CG33099
cindr
Nlg3
dind
CG31549
CG5447
fru
CG1750
ppk20
CG33331
mbo
Gr94a
CG7966
dgt1
CG42613
Nab2
Spn88Ea
CG43675
AP-1sigma
Osi24
Vps39
CG2678
Desat1
alrm
Ets98B
Mlp84B
CG31546
CG14667
CG14712
Hsp70Bb
Mau2
CG3909
GstD5
p38a
poly
CG6980
TfIIA-L
betaGlu
CG6726
glob3
Fip1
Hrb87F
sgll
tbrd-1
Naam
CG7483
CG9636
Coq2
Kaz-m1
VhaAC45RP
CG42724
lute
omd
CG9733
Brd8
Mtl
Wdr24
Xe7
AP-1mu
CG14711
CG10435
stac
Nepl16
pre-mod(mdg4)-I
CG5986
su(Hw)
CheA86a
CG1907
CG6966
hdc
Sccpdh1
CG31220
CG14645
CG5515
CG3281
Mhcl
CG31406
RacGAP84C
CG31368
Sec10
corto
CG43124
CG34278
CG5728
CG6118
Ugt302E1
alpha4GT2
CG31370
side-VI
CG7518
Cnx99A
CG11997
scpr-C
Bdbt
CG31388
Paip2
beta-PheRS
Nup98-96
CG5916
hd
FBXO11
Nup93-2
5-HT7
hb
twf
Nmdmc
CG7601
gammaSnap2
CG4733
PR-Set7
CG6678
ATPsynC
CG14543
CG13841
Ndc1
CG14301
lap
Rpt5
CG31207
LpR1
Vha26
CG9775
Ama
CCT7
CG11843
CG10029
CG13601
mRpS11
dnk
CG14367
SdhCL
yata
CG32855
Hsp68
Sil1
CG46335
Nepl13
Prosalpha2
CG7824
Vha100-1
CG31323
CG11980
CG34409
pps
CAHbeta
CG8202
CG3734
Non3
Arl6IP1
Ugt302C1
CG5902
btsz
mats
CG31515
Smu1
Nph
mRpL9
Alg13
GckIII
CG8159
CG7785
CG5961
alpha-Est3
CG11999
CG5835
CG9297
CG18530
CG12746
Hus1-like
CG13623
bcd
ems
CG11722
Tailor
TfIIFbeta
beta4GalT7
Fancm
CG12241
RpS25
dpr16
spas
ZnT86D
CG43091
CG34112
Dh44
Kpc1
gb
CG31559
Cyp12a5
CG11882
pre-mod(mdg4)-AA
CG33110
Mrp4
Ir85a
nonA-l
CG17806
Orc2
superdeath
CG7655
Rh2
CG3610
Diedel2
rin
CG14395
CG42592
sad
Fancd2
CG6178
Hs6st
GCC185
Srlp
CG7362
Ice2
Jasper
Ada
DIP-gamma
CG8369
Mf
Alg-2
CG31245
CG13631
Polr2I
CG11920
Snx3
CG5399
Gprk2
beag
atms
SelR
Sld5
Pbp95
CG33494
CG31183
mbc
Calr
CG34305
CG17738
Doa
nsl1
Wdr37
Syn
E5
CG17786
Saf-B
CG14647
slx1
Gfrl
CG42813
MED27
Dmtn
CG7432
NKCC
Mccc1
eca
Ccp84Aa
Son
CG34377
Rnb
CG7568
CG9588
CG31391
CG13409
SP1029
CG5886
CG43342
l(3)07882
CG11656
Trs33
CG12170
Root
RpL6
GstZ1
Ir87a
CG9813
CG31344
foxo
CG13618
Fas1
RpL34b
Timp
RpS7
CG17193
dsd
sll
RabX4
pad
CG15922
Dis3
CG11902
unc79
sima
bel
CG34384
IntS12
CG7878
rn
CG5890
Cp190
CG6026
CG6066
CG11668
CG5292
psidin
CG15498
Ublcp1
pnt
CG31244
CG2641
T48
eIF4E6
Fdh
CG31313
MED17
Art1
pch2
PKD
CG17272
Jupiter
CG11600
Sec8
pasi1
bor
ksr
Sirt2
stg
CG42404
CG7920
mRpS9
p23
dj-1beta
CCHa2
CG46396
CG11791
CG31262
Ugt35A1
CG17803
pygo
KLHL18
Srp72
Rrp6
Zip99C
Osi2
Mst89B
dpr17
Nepl14
IscU
bam
Cftr
CG45263
pasha
CG5715
CG7016
MBD-R2
Rab23
Arfip
CG44098
PK2-R2
Men-b
CG34300
CG31347
CG1218
CG10055
Pi3K92E
CG15547
Kaz
Cyp313b1
CHKov2
CG1815
spn-F
Lgr1
mRpS18C
CG7142
CG14314
CG5191
rtp
IntS11
ball
CG15525
twr
CG6293
NijC
CG43319
GstD6
CG11000
E(var)3-9
fig
CG31145
Loxl1
CG31248
Spc25
Cog1
CG4907
Cyp9f3
Hr96
CG18213
CG41128
Mlc1
CG8031
ro
CG46339
CG42335
CG6184
Unc-115b
Alp4
SLIRP2
CG4565
Sp212
rha
CG10877
PNPase
CG14669
CG14668
CG6813
spn-B
unk
Cpr100A
CG14696
RpL3
CG32856
mAChR-B
qless
CG7896
sra
chp
CG7029
Usp8
CG11504
Nf1
NP15.6
neur
CG6013
CG34117
trv
Madm
CG14883
stops
CG10005
Polr2D
by
CG5376
Kif19A
Syt14
Tsp96F
XNP
Glut4EF
CG1161
CG17387
5PtaseI
Orp8
CG14257
CG12321
CG1638
Spase12
CG3505
TBC1D5
CG31550
CG11459
CG14304
udt
CG31465
alpha-Est9
Leash
P58IPK
Cyfip
CG11550
CG11760
TkR86C
Art9
Cyp304a1
Lerp
CG6656
kay
rpk
CG4936
CG8461
PSMG1
CG31221
CG31191
CG7381
CG11686
CG14544
Syp
CG7054
MBD-like
CG14321
Dr
Sb
Spn85F
CG5391
Pdf
Mpc1
ema
tub
CG13833
alpha-Man-Ib
His2Av
Cog2
Der-2
CG1239
Xrp1
CG4730
CG5079
Sccpdh2
Gp93
Vps45
CG7218
Hr83
Ctns
CG18754
ninaB
CG13850
cv-d
Sur-8
RpL13A
Jon99Ci
MSAmiP
dsx
CRAT
side
beat-IIa
CG31111
lost
CG31495
RpS8
CG8176
CG14880
CG17279
Tango9
CG15528
mRpL35
CG13847
PGS1
CG2656
CG13837
Hcs
Slimp
sosie
CG13603
plx
CG14877
cas
alphaTub85E
CG42331
CG5793
Sec20
Ppox
CG9727
CG14355
CG14285
EndoA
puf
wts
CG31161
CG4562
Dph3
alpha-Est4
CG13641
alphaTub84D
CG7879
Rop
CG1146
CrzR
Trmt112
CG7646
CG18294
CG32281
CG7550
CG44004
CG7519
nudE
Snap25
CG13046
CG13698
Dhpr
phol
dysc
Apt1
CG14132
Nmt
tant
siz
CG13473
Polr3H
CG13293
wac
BtbVII
qm
CG32448
Polr3E
CG13876
CG12003
CG16984
Shab
CG13924
CG3306
LanA
msd5
CG3408
CG13699
CG6650
lush
CG10576
ms(3)76Cc
Liprin-beta
CG5262
CG4461
tut
Uggt
Ddx1
skl
CG32267
CG11357
Tcs3
CG32196
sens
nrm
CG14182
Hip14
CG32104
CG42307
CG12084
CG6983
ProRS-m
CG14966
CG15011
sstn
CG13895
CG43098
nab
syd
eIF1
Awh
Atox1
eIF4B
mRpS26
Gr63a
Cad74A
CG32437
CG17029
CG32214
Sf3b6
CG7201
CG32444
CG5021
ppl
Grd
CG13255
RasGAP1
AsnS
Ptp69D
CG5194
CG10516
drpr
Nprl3
CG34265
Ciz1
CG15005
RpL18
gogo
CG33062
RpS4
CG9452
CG1316
CG9166
ND-ACP
l(3)73Ah
CG32450
CG11583
Rdl
ltl
CG6833
CG9192
CG5664
Reck
CG43245
CG13901
shep
mRpL21
CG10418
l(3)80Fg
CG12020
Cdc5
CG32022
Naa60
mRpL20
Dhps
CG42673
ERR
CG14965
CG10064
CG6951
CG7376
stwl
CG7369
Edg78E
Spn77Ba
HIPP1
Kap-alpha1
TSG101
CG42337
pns
Arv1
CG4101
Shal
ClC-c
dls
Sras
CG13917
Dhrs4
CycH
GXIVsPLA2
RpS12
CG41284
mirr
Jon66Ci
RpLP0
CG14131
CG14451
CG12011
CG7991
CG32176
Atg18a
CG7402
CG14459
CG13731
Uev1A
Pfdn4
CG16717
Sema5c
CG32333
CG32202
CG17361
rols
CG12009
Cep135
Prp6
UGP
CG5157
CG11437
ecd
fbl
QC
Gorab
CG9449
Cdk8
slow
CG32137
CG13458
flr
cert
CG7264
CG7492
RpL8
Sbp2
CG17698
CG32240
CG7394
Oct-TyrR
Best3
CG8111
CG33217
Mtr3
RhoBTB
shd
ssp
Akr1B
CG34453
Spc105R
CHMP2B
CG10512
form3
Meics
Gale
Lon
Tmep
Pdss2
CG2034
TrpA1
Vps11
CG13074
Spf30
CG33764
Galphai
Srp19
CG14995
CG6409
CG7560
CG11597
CG42554
CG11537
Lamtor4
CG8209
GlcAT-P
CG16762
CG32225
miple1
CG16711
CG11396
RpL14
CG42717
SCCRO
sls
Ctr9
MED14
Cep290
dally
CG4998
Mkp
MED19
CG42494
Hexo1
wls
CG14960
CG33169
fmt
